"plot_names","B2","B3","B4","B5","B6","B7","B8","B8A","B11","B12","dat"
"Nördlicher_Deuterweg_3",0.0142,0.0569,0.0095,0.0967,0.394,0.4729,0.4887,0.4857,0.2054,0.082,2023-08-21
"Nördlicher_Deuterweg_4",0.0124,0.0503,0.0113,0.0965,0.379,0.4447,0.4562,0.4761,0.2067,0.0822,2023-08-21
"Nördlicher_Deuterweg_5",0.0071,0.0419,0.0064,0.0836,0.3489,0.4255,0.4328,0.4554,0.1988,0.0756,2023-08-21
"Nördlicher_Deuterweg_6",0.0093,0.043,0.0067,0.0764,0.3385,0.412,0.4084,0.4311,0.1934,0.0744,2023-08-21
"Obernschreez_68_Nord",0.0108,0.0506,0.0085,0.088,0.3966,0.4756,0.4659,0.515,0.1943,0.0786,2023-08-21
"Obernschreez_68_Süd",0.0097,0.044,0.0057,0.0802,0.3932,0.5179,0.5069,0.5254,0.2005,0.0769,2023-08-21
"Obernschreez_726_Ost",0.0287,0.0676,0.0469,0.132,0.2609,0.3004,0.3203,0.3434,0.2756,0.1375,2023-08-21
"Obernschreez_726_West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-21
"Obernschreez_734",0.0119,0.0483,0.0079,0.0868,0.408,0.5115,0.5248,0.5451,0.2115,0.0842,2023-08-21
"Schobertsberg_1",0.0096,0.0445,0.0052,0.0798,0.3538,0.4433,0.4302,0.4665,0.1849,0.07,2023-08-21
"Schobertsberg_2",0.0104,0.04,0.005,0.0735,0.3462,0.4358,0.4208,0.4602,0.1878,0.0719,2023-08-21
"Schobertsberg_3",0.0108,0.0455,0.0043,0.0803,0.3865,0.4834,0.4866,0.5092,0.2023,0.0789,2023-08-21
"Schobertsberg_4",0.0119,0.0426,0.0023,0.0778,0.4102,0.5461,0.5271,0.5638,0.1927,0.0732,2023-08-21
"Schobertsberg_5",0.0112,0.0438,0.0013,0.0758,0.4101,0.5392,0.5461,0.5632,0.188,0.0709,2023-08-21
"Südlich_Bauhof_1",0.015,0.0539,0.0104,0.0952,0.4132,0.5007,0.5056,0.5306,0.2107,0.0835,2023-08-21
"Südlich_Bauhof_2",0.0137,0.0509,0.0131,0.0893,0.385,0.4666,0.4348,0.4843,0.2082,0.0795,2023-08-21
"Südlich_Bauhof_3",0.0212,0.0568,0.0216,0.0992,0.3868,0.4503,0.4451,0.4995,0.2343,0.0949,2023-08-21
"Südlich_Bauhof_4",0.0137,0.0539,0.0113,0.0962,0.3936,0.474,0.4915,0.5103,0.2035,0.0785,2023-08-21
"Südlich_Deuterweg_1",0.0143,0.0523,0.0145,0.0889,0.333,0.4045,0.4105,0.4348,0.2323,0.0945,2023-08-21
"Südlich_Deuterweg_2",0.0166,0.0528,0.0178,0.0955,0.3282,0.3817,0.3685,0.4064,0.2257,0.091,2023-08-21
"Südlich_Deuterweg_3",0.0175,0.0527,0.0175,0.0935,0.3103,0.3607,0.3688,0.3861,0.2342,0.0975,2023-08-21
"Südlich_Deuterweg_4",0.0179,0.0562,0.0193,0.0948,0.3515,0.4111,0.3891,0.4386,0.2238,0.091,2023-08-21
"Südlich_Deuterweg_5",0.0118,0.0463,0.0122,0.0873,0.3112,0.3653,0.3797,0.4001,0.2214,0.0921,2023-08-21
"Südlich_Deuterweg_6",0.0145,0.0496,0.0093,0.0888,0.3725,0.4468,0.4616,0.4755,0.2121,0.0819,2023-08-21
"Südlich_Deuterweg_7",0.0162,0.0526,0.0137,0.0947,0.3303,0.3864,0.3794,0.4197,0.2229,0.0886,2023-08-21
"68-2",0.0127,0.0452,0.008,0.0822,0.3973,0.5098,0.5048,0.5338,0.1971,0.077,2023-08-21
"68-1",0.0108,0.0448,0.0061,0.0779,0.3999,0.5019,0.5045,0.5251,0.1906,0.0737,2023-08-21
"726-1",0.0294,0.0696,0.046,0.1261,0.2718,0.3066,0.3323,0.3605,0.2613,0.1244,2023-08-21
"726-2",0.0239,0.0594,0.0403,0.1156,0.2579,0.2899,0.3087,0.3331,0.228,0.1099,2023-08-21
"734-1",0.0107,0.0464,0.0068,0.0822,0.3977,0.4943,0.5007,0.5328,0.207,0.0795,2023-08-21
"557-1",0.0097,0.0461,0.0093,0.08,0.4349,0.5685,0.5535,0.5958,0.2015,0.0793,2023-08-21
"557-2",0.0089,0.0467,0.0052,0.078,0.4237,0.5509,0.5731,0.5819,0.2079,0.0821,2023-08-21
"219-2",0.0076,0.0453,0.0051,0.0799,0.4007,0.5126,0.5081,0.5322,0.1969,0.0807,2023-08-21
"219-1",0.0061,0.0451,0.0039,0.0795,0.4076,0.5158,0.5133,0.5487,0.1929,0.0749,2023-08-21
"48-2",0.0099,0.0459,0.0051,0.0826,0.4076,0.5048,0.4949,0.5323,0.2014,0.0776,2023-08-21
"48-1",0.0104,0.0489,0.0068,0.0887,0.391,0.4822,0.4979,0.5038,0.2017,0.0823,2023-08-21
"130",0.0174,0.0496,0.0261,0.0884,0.3428,0.4108,0.3958,0.4547,0.2425,0.0977,2023-08-21
"88-2",0.0146,0.0504,0.0112,0.0893,0.3665,0.4456,0.4617,0.4866,0.2175,0.0886,2023-08-21
"88-1",0.0125,0.0476,0.0122,0.0832,0.3592,0.4418,0.4365,0.469,0.2154,0.0879,2023-08-21
"303-2",0.0138,0.0486,0.0122,0.0841,0.348,0.4255,0.3952,0.4561,0.1956,0.0812,2023-08-21
"303-1",0.0119,0.0485,0.0163,0.0926,0.3138,0.3767,0.4053,0.4132,0.2052,0.0906,2023-08-21
"302",0.0088,0.0476,0.0088,0.0825,0.3312,0.3933,0.4401,0.4146,0.1821,0.0774,2023-08-21
"23-1",0.014,0.0527,0.0144,0.093,0.3709,0.4439,0.4419,0.4612,0.2152,0.0829,2023-08-21
"23-2",0.0131,0.048,0.0116,0.0822,0.3296,0.3938,0.4166,0.4264,0.215,0.0835,2023-08-21
"23-3",0.0128,0.044,0.0076,0.0791,0.339,0.4153,0.4231,0.4485,0.2001,0.0758,2023-08-21
"362",0.0157,0.0514,0.0161,0.0921,0.3646,0.4396,0.4077,0.463,0.2159,0.0838,2023-08-21
"17",0.0186,0.052,0.0156,0.0914,0.3546,0.4219,0.4132,0.4462,0.2159,0.0873,2023-08-21
"456-2",0.0122,0.0518,0.0069,0.0892,0.3903,0.4711,0.4818,0.4995,0.1995,0.0765,2023-08-21
"456-1",0.0156,0.0587,0.0096,0.0995,0.4299,0.5109,0.5106,0.5395,0.2054,0.0805,2023-08-21
"359-1",0.0115,0.0479,0.0046,0.068,0.3801,0.5293,0.5661,0.5316,0.1865,0.073,2023-08-21
"359-2",0.0129,0.0488,0.0054,0.081,0.4011,0.5132,0.5486,0.5542,0.1874,0.0731,2023-08-21
"359-3",0.0097,0.0423,0.0031,0.0732,0.3849,0.5096,0.5151,0.539,0.1964,0.0761,2023-08-21
"705-2",0.0137,0.0525,0.0034,0.0864,0.4531,0.5923,0.6019,0.6232,0.2075,0.0796,2023-08-21
"705-3",0.0119,0.0462,0.0026,0.083,0.4289,0.5552,0.5478,0.5739,0.1954,0.0739,2023-08-21
"705-1",0.0108,0.0456,0.0023,0.0839,0.4275,0.5626,0.5583,0.5884,0.2003,0.0749,2023-08-21
"Rb_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-21
"Fe_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-21
"Fe_4_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-21
"Fe_1_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-21
"Fe_2_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-21
"RB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-21
"RB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-21
"FE1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-21
"FE2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-21
"FE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-21
"RB1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-21
"RB2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-21
"FE1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-21
"FE2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-21
"FE3_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-21
"FE4_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-21
"Deuter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Gubitzmoos_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Gubitzmoos_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Nördlicher_Deuterweg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Nördlicher_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Nördlicher_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Nördlicher_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Nördlicher_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Nördlicher_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Obernschreez_68_Nord",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Obernschreez_68_Süd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Obernschreez_726_Ost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Obernschreez_726_West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Obernschreez_734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Schobertsberg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Schobertsberg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Schobertsberg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Schobertsberg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Schobertsberg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Südlich_Bauhof_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Südlich_Bauhof_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Südlich_Bauhof_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Südlich_Bauhof_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Südlich_Deuterweg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Südlich_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Südlich_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Südlich_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Südlich_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Südlich_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Südlich_Deuterweg_7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"68-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"68-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"726-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"726-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"734-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"557-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"557-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"219-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"219-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"48-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"48-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"88-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"88-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"303-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"303-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"23-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"23-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"23-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"456-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"456-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"359-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"359-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"359-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"705-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"705-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"705-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Rb_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Fe_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Fe_4_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Fe_1_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Fe_2_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"RB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"RB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"FE1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"FE2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"FE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"RB1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"RB2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"FE1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"FE2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"FE3_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"FE4_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-22
"Deuter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"Gubitzmoos_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"Gubitzmoos_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"Nördlicher_Deuterweg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"Nördlicher_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"Nördlicher_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"Nördlicher_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"Nördlicher_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"Nördlicher_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"Obernschreez_68_Nord",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"Obernschreez_68_Süd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"Obernschreez_726_Ost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"Obernschreez_726_West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"Obernschreez_734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"Schobertsberg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"Schobertsberg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"Schobertsberg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"Schobertsberg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"Schobertsberg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"Südlich_Bauhof_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"Südlich_Bauhof_2",0.0241,0.063,0.0248,0.101,0.4021,0.5011,0.4818,0.54,0.2363,0.101,2023-08-24
"Südlich_Bauhof_3",0.0211,0.0631,0.0245,0.1063,0.4341,0.5237,0.5059,0.5668,0.2609,0.1144,2023-08-24
"Südlich_Bauhof_4",0.0286,0.0743,0.0357,0.114,0.4385,0.554,0.5534,0.5711,0.2362,0.0997,2023-08-24
"Südlich_Deuterweg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"Südlich_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"Südlich_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"Südlich_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"Südlich_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"Südlich_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"Südlich_Deuterweg_7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"68-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"68-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"726-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"726-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"734-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"557-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"557-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"219-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"219-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"48-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"48-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"130",0.0352,0.0922,0.0928,0.1256,0.3639,0.4404,0.4322,0.4885,0.2643,0.1226,2023-08-24
"88-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"88-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"303-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"303-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"23-1",0.0205,0.068,0.0393,0.1105,0.3953,0.4835,0.4818,0.5352,0.2476,0.1068,2023-08-24
"23-2",0.0378,0.0643,0.0233,0.0927,0.3751,0.4663,0.4656,0.5114,0.2413,0.1042,2023-08-24
"23-3",0.0218,0.0574,0.0297,0.0981,0.391,0.4963,0.4919,0.5313,0.2363,0.0993,2023-08-24
"362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"456-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"456-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"359-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"359-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"359-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"705-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"705-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"705-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"Rb_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"Fe_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"Fe_4_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"Fe_1_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"Fe_2_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"RB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"RB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"FE1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"FE2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"FE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"RB1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"RB2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"FE1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"FE2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"FE3_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"FE4_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-24
"Deuter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"Gubitzmoos_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"Gubitzmoos_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"Nördlicher_Deuterweg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"Nördlicher_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"Nördlicher_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"Nördlicher_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"Nördlicher_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"Nördlicher_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"Obernschreez_68_Nord",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"Obernschreez_68_Süd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"Obernschreez_726_Ost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"Obernschreez_726_West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"Obernschreez_734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"Schobertsberg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"Schobertsberg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"Schobertsberg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"Schobertsberg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"Schobertsberg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"Südlich_Bauhof_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"Südlich_Bauhof_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"Südlich_Bauhof_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"Südlich_Bauhof_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"Südlich_Deuterweg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"Südlich_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"Südlich_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"Südlich_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"Südlich_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"Südlich_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"Südlich_Deuterweg_7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"68-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"68-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"726-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"726-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"734-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"557-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"557-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"219-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"219-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"48-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"48-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"88-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"88-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"303-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"303-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"23-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"23-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"23-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"456-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"456-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
"359-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26
