"plot_names","B2","B3","B4","B5","B6","B7","B8","B8A","B11","B12","dat"
"456-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24
"359-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24
"359-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24
"359-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24
"705-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24
"705-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24
"705-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24
"Rb_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24
"Fe_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24
"Fe_4_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24
"Fe_1_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24
"Fe_2_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24
"RB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24
"RB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24
"FE1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24
"FE2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24
"FE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24
"RB1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24
"RB2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24
"FE1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24
"FE2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24
"FE3_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24
"FE4_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24
"Deuter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Gubitzmoos_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Gubitzmoos_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Nördlicher_Deuterweg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Nördlicher_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Nördlicher_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Nördlicher_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Nördlicher_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Nördlicher_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Obernschreez_68_Nord",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Obernschreez_68_Süd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Obernschreez_726_Ost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Obernschreez_726_West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Obernschreez_734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Schobertsberg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Schobertsberg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Schobertsberg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Schobertsberg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Schobertsberg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Südlich_Bauhof_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Südlich_Bauhof_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Südlich_Bauhof_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Südlich_Bauhof_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Südlich_Deuterweg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Südlich_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Südlich_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Südlich_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Südlich_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Südlich_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Südlich_Deuterweg_7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"68-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"68-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"726-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"726-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"734-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"557-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"557-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"219-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"219-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"48-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"48-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"88-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"88-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"303-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"303-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"23-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"23-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"23-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"456-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"456-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"359-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"359-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"359-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"705-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"705-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"705-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Rb_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Fe_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Fe_4_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Fe_1_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Fe_2_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"RB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"RB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"FE1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"FE2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"FE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"RB1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"RB2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"FE1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"FE2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"FE3_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"FE4_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25
"Deuter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"Gubitzmoos_1",0.0603,0.0881,0.0958,0.1635,0.313,0.3681,0.3886,0.4095,0.3296,0.1796,2022-03-27
"Gubitzmoos_2",0.0533,0.0855,0.0884,0.1573,0.2984,0.3572,0.3752,0.3957,0.3214,0.1734,2022-03-27
"Nördlicher_Deuterweg_1",0.0354,0.0654,0.0754,0.1439,0.2806,0.3395,0.3406,0.3828,0.2934,0.1552,2022-03-27
"Nördlicher_Deuterweg_2",0.0444,0.0773,0.0815,0.1517,0.2948,0.3413,0.3771,0.4025,0.3022,0.1577,2022-03-27
"Nördlicher_Deuterweg_3",0.0512,0.0771,0.0849,0.1533,0.2879,0.3231,0.3521,0.372,0.2928,0.1614,2022-03-27
"Nördlicher_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"Nördlicher_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"Nördlicher_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"Obernschreez_68_Nord",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"Obernschreez_68_Süd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"Obernschreez_726_Ost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"Obernschreez_726_West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"Obernschreez_734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"Schobertsberg_1",0.0171,0.0437,0.0454,0.0895,0.2007,0.2492,0.2823,0.3173,0.2865,0.1477,2022-03-27
"Schobertsberg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"Schobertsberg_3",0.0187,0.0329,0.0351,0.0765,0.1712,0.2073,0.2325,0.2609,0.2092,0.1055,2022-03-27
"Schobertsberg_4",0.0722,0.0735,0.0672,0.1349,0.3058,0.3618,0.3784,0.4151,0.2574,0.1263,2022-03-27
"Schobertsberg_5",0.1002,0.112,0.1063,0.1454,0.3104,0.3628,0.3901,0.4167,0.2641,0.1279,2022-03-27
"Südlich_Bauhof_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"Südlich_Bauhof_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"Südlich_Bauhof_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"Südlich_Bauhof_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"Südlich_Deuterweg_1",0.059,0.0906,0.1015,0.1593,0.2945,0.3339,0.342,0.3916,0.3334,0.1852,2022-03-27
"Südlich_Deuterweg_2",0.0587,0.0823,0.0978,0.1537,0.2568,0.2889,0.3008,0.3361,0.3251,0.1876,2022-03-27
"Südlich_Deuterweg_3",0.0538,0.0828,0.097,0.1532,0.2635,0.3013,0.3225,0.3436,0.3165,0.1827,2022-03-27
"Südlich_Deuterweg_4",0.0648,0.0969,0.1123,0.1634,0.285,0.3194,0.3438,0.3689,0.3144,0.1767,2022-03-27
"Südlich_Deuterweg_5",0.0529,0.0808,0.0964,0.1531,0.2661,0.3065,0.3205,0.3504,0.3034,0.1716,2022-03-27
"Südlich_Deuterweg_6",0.0569,0.084,0.1015,0.1619,0.294,0.328,0.3486,0.381,0.3043,0.1698,2022-03-27
"Südlich_Deuterweg_7",0.0565,0.0853,0.096,0.1479,0.2685,0.2996,0.3148,0.3477,0.2957,0.1688,2022-03-27
"68-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"68-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"726-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"726-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"734-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"557-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"557-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"219-2",0.0338,0.0592,0.0557,0.1168,0.271,0.3066,0.3158,0.3504,0.2526,0.1358,2022-03-27
"219-1",0.0312,0.0536,0.0418,0.1219,0.2898,0.3252,0.3526,0.3696,0.2498,0.137,2022-03-27
"48-2",0.0426,0.0636,0.082,0.1337,0.2399,0.2808,0.3065,0.3296,0.3222,0.1909,2022-03-27
"48-1",0.0355,0.0638,0.0781,0.1385,0.2266,0.2543,0.2871,0.3074,0.315,0.1988,2022-03-27
"130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"88-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"88-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"303-2",0.0291,0.0524,0.0421,0.1168,0.2472,0.2837,0.3036,0.3267,0.2617,0.1465,2022-03-27
"303-1",0.0334,0.0526,0.048,0.1043,0.2248,0.2671,0.294,0.3062,0.2778,0.1661,2022-03-27
"302",0.0355,0.0604,0.0725,0.1184,0.1922,0.2257,0.2295,0.2567,0.2831,0.1826,2022-03-27
"23-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"23-2",0.0532,0.0798,0.0904,0.1605,0.3012,0.3526,0.3807,0.3989,0.3229,0.1754,2022-03-27
"23-3",0.0387,0.0632,0.0566,0.1289,0.3138,0.371,0.3895,0.4275,0.2931,0.1438,2022-03-27
"362",0.0597,0.0954,0.1121,NA,NA,NA,0.3422,NA,NA,NA,2022-03-27
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"456-2",0.031,0.057,0.0531,0.1216,0.3039,0.3593,0.3784,0.4125,0.2658,0.1301,2022-03-27
"456-1",0.0348,0.0666,0.0613,0.1356,0.2999,0.3414,0.3751,0.4009,0.2786,0.1424,2022-03-27
"359-1",0.0277,0.0542,0.0495,0.1192,0.2635,0.3149,0.3556,0.3665,0.2615,0.1376,2022-03-27
"359-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"359-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"705-2",0.0525,0.0828,0.0809,0.1335,0.3218,0.3851,0.4063,0.4313,0.2666,0.144,2022-03-27
"705-3",0.0398,0.0628,0.0573,0.125,0.314,0.3738,0.3879,0.4244,0.2603,0.1293,2022-03-27
"705-1",0.0322,0.0619,0.0611,0.1252,0.3204,0.3956,0.4151,0.4456,0.2589,0.143,2022-03-27
"Rb_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"Fe_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"Fe_4_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"Fe_1_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"Fe_2_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"RB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"RB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"FE1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"FE2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"FE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"RB1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"RB2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"FE1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"FE2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"FE3_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"FE4_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-27
"Deuter",0.0469,0.0735,0.0772,0.133,0.2405,0.273,0.3271,0.3114,0.2111,0.1115,2022-04-11
"Gubitzmoos_1",0.0488,0.0812,0.0713,0.1337,0.288,0.3295,0.3518,0.3662,0.2377,0.1246,2022-04-11
"Gubitzmoos_2",0.0438,0.0736,0.063,0.1292,0.288,0.3291,0.3407,0.3642,0.2389,0.1242,2022-04-11
"Nördlicher_Deuterweg_1",0.0383,0.0667,0.0544,0.1226,0.2692,0.3161,0.3311,0.3548,0.1994,0.0978,2022-04-11
"Nördlicher_Deuterweg_2",0.038,0.0665,0.0561,0.1274,0.2698,0.3187,0.3354,0.3527,0.1843,0.087,2022-04-11
"Nördlicher_Deuterweg_3",0.0383,0.0646,0.0555,0.1256,0.2582,0.2964,0.3124,0.3317,0.1795,0.0869,2022-04-11
"Nördlicher_Deuterweg_4",0.0463,0.075,0.0705,0.1307,0.2581,0.2906,0.3123,0.3253,0.2117,0.1141,2022-04-11
"Nördlicher_Deuterweg_5",0.0469,0.0745,0.0729,0.1327,0.2478,0.2815,0.2948,0.3127,0.1997,0.1058,2022-04-11
"Nördlicher_Deuterweg_6",0.0494,0.0775,0.0776,0.1378,0.2428,0.2714,0.2827,0.3049,0.2086,0.1122,2022-04-11
"Obernschreez_68_Nord",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-11
"Obernschreez_68_Süd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-11
"Obernschreez_726_Ost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-11
"Obernschreez_726_West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-11
"Obernschreez_734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-11
"Schobertsberg_1",0.0557,0.0734,0.0512,0.1079,0.257,0.3028,0.3215,0.3399,0.1658,0.0773,2022-04-11
"Schobertsberg_2",0.0502,0.0675,0.0474,0.1049,0.2494,0.2991,0.313,0.3373,0.1645,0.076,2022-04-11
"Schobertsberg_3",0.044,0.0678,0.0487,0.1124,0.2677,0.3118,0.3332,0.3597,0.1811,0.0861,2022-04-11
"Schobertsberg_4",0.0437,0.0677,0.0487,0.11,0.3025,0.3677,0.3778,0.4082,0.1763,0.0805,2022-04-11
"Schobertsberg_5",0.0426,0.0684,0.0473,0.1141,0.2965,0.3604,0.3741,0.3943,0.1784,0.0821,2022-04-11
"Südlich_Bauhof_1",0.0393,0.0703,0.0555,0.1251,0.2874,0.3237,0.3338,0.3534,0.1862,0.0907,2022-04-11
"Südlich_Bauhof_2",0.0416,0.0688,0.0607,0.1251,0.2499,0.2813,0.2913,0.3159,0.1691,0.0811,2022-04-11
"Südlich_Bauhof_3",0.0502,0.0867,0.0695,0.1447,0.3111,0.3572,0.3648,0.3951,0.2487,0.1286,2022-04-11
"Südlich_Bauhof_4",0.0601,0.0828,0.0779,0.1426,0.2651,0.3007,0.3087,0.3292,0.2184,0.1194,2022-04-11
"Südlich_Deuterweg_1",0.0498,0.0769,0.0757,0.1286,0.2702,0.3149,0.3032,0.3445,0.2354,0.1253,2022-04-11
"Südlich_Deuterweg_2",0.0454,0.0714,0.0683,0.1318,0.234,0.2699,0.2767,0.2958,0.2297,0.1265,2022-04-11
"Südlich_Deuterweg_3",0.0485,0.0745,0.0711,0.1289,0.2453,0.2803,0.3012,0.3133,0.2253,0.1228,2022-04-11
"Südlich_Deuterweg_4",0.0514,0.0842,0.0789,0.1284,0.2614,0.3059,0.3072,0.337,0.2078,0.1105,2022-04-11
"Südlich_Deuterweg_5",0.0424,0.0671,0.0619,0.1221,0.2464,0.2762,0.2924,0.3125,0.2012,0.102,2022-04-11
"Südlich_Deuterweg_6",0.0411,0.0689,0.0615,0.1238,0.2627,0.3068,0.3113,0.3363,0.1882,0.0927,2022-04-11
"Südlich_Deuterweg_7",0.0459,0.071,0.0682,0.1222,0.2455,0.2818,0.2915,0.3071,0.2037,0.1063,2022-04-11
"68-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-11
"68-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-11
"726-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-11
"726-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-11
"734-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-11
"557-1",0.0392,0.0732,0.0455,0.1215,0.3303,0.377,0.3983,0.3989,0.1593,0.0845,2022-04-11
"557-2",0.0289,0.0526,0.0342,0.0803,0.2099,0.2343,0.2853,0.2467,0.0993,0.0426,2022-04-11
"219-2",0.0418,0.0691,0.0558,0.1259,0.2831,0.3376,0.3235,0.3661,0.1969,0.0957,2022-04-11
"219-1",0.0407,0.0753,0.0483,0.1368,0.3475,0.3972,0.4173,0.4315,0.2114,0.1017,2022-04-11
"48-2",0.0315,0.0554,0.0434,0.0911,0.191,0.2232,0.2576,0.2455,0.117,0.0545,2022-04-11
"48-1",0.0406,0.0731,0.0605,0.1346,0.2569,0.2865,0.3363,0.3289,0.1961,0.104,2022-04-11
"130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-11
"88-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-11
"88-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-11
"303-2",0.037,0.0655,0.0445,0.1185,0.2896,0.3355,0.3512,0.3669,0.1737,0.0823,2022-04-11
"303-1",0.0376,0.066,0.0463,0.1159,0.279,0.3297,0.3475,0.3567,0.1842,0.0899,2022-04-11
"302",0.0419,0.0653,0.0666,0.1222,0.2223,0.2452,0.2635,0.2885,0.1922,0.1087,2022-04-11
"23-1",0.0734,0.0865,0.076,0.1399,0.2675,0.2964,0.3084,0.3367,0.215,0.1132,2022-04-11
"23-2",0.042,0.0695,0.0593,0.1228,0.2671,0.302,0.3299,0.3424,0.1941,0.0941,2022-04-11
"23-3",0.0353,0.0625,0.0429,0.1103,0.2868,0.3408,0.3569,0.3828,0.181,0.0818,2022-04-11
"362",0.0492,0.0757,0.0725,0.1326,0.2581,0.2899,0.311,0.3242,0.1967,0.1017,2022-04-11
"17",0.0501,0.0796,0.0794,0.1421,0.2501,0.286,0.2922,0.3132,0.2191,0.1228,2022-04-11
"456-2",0.0346,0.0626,0.0431,0.113,0.2919,0.3435,0.3527,0.3772,0.1843,0.0845,2022-04-11
"456-1",0.0374,0.0637,0.0473,0.1171,0.2778,0.3253,0.3469,0.3634,0.1885,0.0899,2022-04-11
"359-1",0.0515,0.0686,0.0553,0.1162,0.2742,0.3179,0.3305,0.3517,0.1811,0.0886,2022-04-11
"359-2",0.0479,0.0734,0.0506,0.108,0.2598,0.3095,0.3317,0.3386,0.1679,0.082,2022-04-11
"359-3",0.0521,0.0706,0.0528,0.1169,0.2631,0.313,0.3242,0.3545,0.1788,0.0884,2022-04-11
"705-2",0.0452,0.07,0.047,0.1128,0.3139,0.3802,0.4004,0.4186,0.1794,0.083,2022-04-11
"705-3",0.0531,0.0764,0.0595,0.1286,0.3068,0.3598,0.3681,0.3928,0.2136,0.1076,2022-04-11
"705-1",0.0471,0.0685,0.0462,0.113,0.3194,0.3875,0.3972,0.4276,0.1817,0.0868,2022-04-11
"Rb_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-11
"Fe_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-11
"Fe_4_alternative",0.0307,0.0492,0.0591,0.106,0.1596,0.1707,0.1794,0.2109,0.2236,0.1316,2022-04-11
"Fe_1_alternative",0.0318,0.0491,0.0497,0.0788,0.1323,0.1566,0.131,0.1599,0.1172,0.069,2022-04-11
"Fe_2_alternative",0.0639,0.0951,0.1022,0.1492,0.2457,0.2656,0.2937,0.3039,0.2649,0.1561,2022-04-11
"RB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-11
"RB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-11
"FE1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-11
"FE2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-11
"FE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-11
"RB1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-11
"RB2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-11
"FE1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-11
"FE2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-11
"FE3_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-11
"FE4_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-11
"Deuter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"Gubitzmoos_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"Gubitzmoos_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"Nördlicher_Deuterweg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"Nördlicher_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"Nördlicher_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"Nördlicher_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"Nördlicher_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"Nördlicher_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"Obernschreez_68_Nord",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"Obernschreez_68_Süd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"Obernschreez_726_Ost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"Obernschreez_726_West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"Obernschreez_734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"Schobertsberg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"Schobertsberg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"Schobertsberg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"Schobertsberg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"Schobertsberg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
